metric,bootstrap_spearman
capacity-prior consistency,0.7405481377371751
capacity-prior consistency,0.18481012658227847
capacity-prior consistency,0.21598877980364664
capacity-prior consistency,0.4604023069348713
capacity-prior consistency,0.7242445537596628
capacity-prior consistency,0.33323975294778213
capacity-prior consistency,0.8027535824669852
capacity-prior consistency,0.7682463788496696
capacity-prior consistency,0.7560084328882644
capacity-prior consistency,0.579109925593149
capacity-prior consistency,0.4427244582043344
capacity-prior consistency,0.5442043222003928
capacity-prior consistency,0.5423109361821761
capacity-prior consistency,0.3860857343640197
capacity-prior consistency,0.5877069884928431
capacity-prior consistency,0.3523702349134899
capacity-prior consistency,0.6493397021635292
capacity-prior consistency,0.6811349908695044
capacity-prior consistency,0.6172665916760406
capacity-prior consistency,0.65819407386603
capacity-prior consistency,0.2847719298245614
capacity-prior consistency,0.8436052225186016
capacity-prior consistency,0.41008002246244557
capacity-prior consistency,0.44406970207982016
capacity-prior consistency,0.39187860053393286
capacity-prior consistency,0.11934849761303006
capacity-prior consistency,0.3669428451060245
capacity-prior consistency,0.3985089323392883
capacity-prior consistency,0.5580840005618767
capacity-prior consistency,0.5962890075906664
capacity-prior consistency,0.5426084514951565
capacity-prior consistency,0.7059071137926196
capacity-prior consistency,0.3451776649746193
capacity-prior consistency,0.551123595505618
capacity-prior consistency,0.33239674065748814
capacity-prior consistency,0.44575604272062963
capacity-prior consistency,0.514904386951631
capacity-prior consistency,0.2019095759618085
capacity-prior consistency,0.5770256986378318
capacity-prior consistency,0.48259404828747887
capacity-prior consistency,0.5462845905323782
capacity-prior consistency,0.4186569261028379
capacity-prior consistency,0.6538839724680433
capacity-prior consistency,0.626614261650758
capacity-prior consistency,0.3907545314036813
capacity-prior consistency,0.4771131704577366
capacity-prior consistency,0.4562587904360055
capacity-prior consistency,0.32715268998454844
capacity-prior consistency,0.49424319011513623
capacity-prior consistency,0.7200281096275475
capacity-prior consistency,0.1332394366197183
capacity-prior consistency,0.5388935692221286
capacity-prior consistency,0.5349492671927847
capacity-prior consistency,0.3050799887735054
capacity-prior consistency,0.4950495049504951
capacity-prior consistency,0.5510948905109488
capacity-prior consistency,0.5947198427187192
capacity-prior consistency,0.8751757098678663
capacity-prior consistency,0.46361337454341117
capacity-prior consistency,0.47623066104078754
capacity-prior consistency,0.4076361594609769
capacity-prior consistency,0.3988439306358382
capacity-prior consistency,0.6995080815179199
capacity-prior consistency,0.2183197527395336
capacity-prior consistency,0.5307983723866986
capacity-prior consistency,0.3486869821654262
capacity-prior consistency,0.5359100491918483
capacity-prior consistency,0.6241930957058658
capacity-prior consistency,0.8238021638330757
capacity-prior consistency,0.7227221597300337
capacity-prior consistency,0.47653835347007595
capacity-prior consistency,0.3103835885906983
capacity-prior consistency,0.343627175743964
capacity-prior consistency,0.8344342937456081
capacity-prior consistency,0.34807096592509146
capacity-prior consistency,0.5794051627384961
capacity-prior consistency,0.5934822306503724
